variable_name,type,lower_bound,upper_bound
R0302315,DoubleBound,0,1
R0302898,DoubleBound,0,1
R0101995,DoubleBound,0,1
R0301921,DoubleBound,0,1
R0200279,DoubleBound,0,1
R0200335,DoubleBound,0,1
R0201790,DoubleBound,0,1
R0302218,DoubleBound,0,1
R0402675,DoubleBound,0,8
R0102532,DoubleBound,0,1
R0200307,DoubleBound,0,1
R0101253,DoubleBound,0,0.5
R0302451,DoubleBound,0,1
R0100079,DoubleBound,0,0.5
R0201987,DoubleBound,0,1
R0102375,DoubleBound,0,1
R0201057,DoubleBound,0,1
R0202244,DoubleBound,0,1
R0101007,DoubleBound,0,0.5
R0100928,DoubleBound,0,0.5
R0100869,DoubleBound,0,0.5
R0100529,DoubleBound,0,0.5
R0302284,DoubleBound,0,1
R0201081,DoubleBound,0,1
R0201716,DoubleBound,0,1
R0402811,DoubleBound,0,8
R0102781,DoubleBound,0,1
R0101985,DoubleBound,0,1
R0301102,DoubleBound,0,1
R0102339,DoubleBound,0,1
R0402067,DoubleBound,0,8
R0100843,DoubleBound,0,0.5
R0401782,DoubleBound,0,8
R0102309,DoubleBound,0,1
R0100636,DoubleBound,0,0.5
R0202412,DoubleBound,0,1
R0402152,DoubleBound,0,8
R0101761,DoubleBound,0,1
R0201726,DoubleBound,0,1
R0301423,DoubleBound,0,1
R0101225,DoubleBound,0,0.5
R0301975,DoubleBound,0,1
R0202273,DoubleBound,0,1
R0201105,DoubleBound,0,1
R0402309,DoubleBound,0,8
R0402373,DoubleBound,0,8
R0302017,DoubleBound,0,1
R0402671,DoubleBound,0,8
R0102135,DoubleBound,0,1
R0102248,DoubleBound,0,1
R0300361,DoubleBound,0,1
R0302491,DoubleBound,0,1
R0101892,DoubleBound,0,1
R0300227,DoubleBound,0,1
R0201489,DoubleBound,0,1
R0300253,DoubleBound,0,1
R0301814,DoubleBound,0,1
R0302764,DoubleBound,0,1
R0100943,DoubleBound,0,0.5
R0300539,DoubleBound,0,1
R0402765,DoubleBound,0,8
R0101573,DoubleBound,0,1
R0101808,DoubleBound,0,1
R0102712,DoubleBound,0,1
R0301042,DoubleBound,0,1
R0402537,DoubleBound,0,8
R0102559,DoubleBound,0,1
R0101911,DoubleBound,0,1
R0200491,DoubleBound,0,1
R0301112,DoubleBound,0,1
R0101750,DoubleBound,0,1
R0402647,DoubleBound,0,8
R0300276,DoubleBound,0,1
R0200510,DoubleBound,0,1
R0101309,DoubleBound,0,0.5
R0201505,DoubleBound,0,1
R0201920,DoubleBound,0,1
R0101607,DoubleBound,0,1
R0102460,DoubleBound,0,1
R0302261,DoubleBound,0,1
R0101491,DoubleBound,0,0.5
R0201995,DoubleBound,0,1
R0301184,DoubleBound,0,1
R0202039,DoubleBound,0,1
R0402074,DoubleBound,0,8
R0302045,DoubleBound,0,1
R0102584,DoubleBound,0,1
R0401972,DoubleBound,0,8
R0201804,DoubleBound,0,1
R0201791,DoubleBound,0,1
R0101886,DoubleBound,0,1
R0200125,DoubleBound,0,1
R0102285,DoubleBound,0,1
R0300881,DoubleBound,0,1
R0200339,DoubleBound,0,1
R0402179,DoubleBound,0,8
R0301257,DoubleBound,0,1
R0302837,DoubleBound,0,1
R0301756,DoubleBound,0,1
R0100149,DoubleBound,0,0.5
R0402426,DoubleBound,0,8
R0102860,DoubleBound,0,1
R0300427,DoubleBound,0,1
R0102512,DoubleBound,0,1
R0301707,DoubleBound,0,1
R0201021,DoubleBound,0,1
R0100752,DoubleBound,0,0.5
R0301204,DoubleBound,0,1
R0402108,DoubleBound,0,8
R0201628,DoubleBound,0,1
R0302927,DoubleBound,0,1
R0302996,DoubleBound,0,1
R0202130,DoubleBound,0,1
R0200375,DoubleBound,0,1
R0402176,DoubleBound,0,8
R0300654,DoubleBound,0,1
R0300419,DoubleBound,0,1
R0402062,DoubleBound,0,8
R0302162,DoubleBound,0,1
R0402679,DoubleBound,0,8
R0200164,DoubleBound,0,1
R0102908,DoubleBound,0,1
R0100233,DoubleBound,0,0.5
R0102013,DoubleBound,0,1
R0200349,DoubleBound,0,1
R0202121,DoubleBound,0,1
R0200848,DoubleBound,0,1
R0402169,DoubleBound,0,8
R0302840,DoubleBound,0,1
R0201542,DoubleBound,0,1
R0102074,DoubleBound,0,1
R0302762,DoubleBound,0,1
R0100999,DoubleBound,0,0.5
R0401760,DoubleBound,0,8
R0200994,DoubleBound,0,1
R0301815,DoubleBound,0,1
R0200142,DoubleBound,0,1
R0101515,DoubleBound,0,1
R0300538,DoubleBound,0,1
R0200086,DoubleBound,0,1
R0401532,DoubleBound,0,8
R0102890,DoubleBound,0,1
R0101079,DoubleBound,0,0.5
R0301161,DoubleBound,0,1
R0301919,DoubleBound,0,1
R0102224,DoubleBound,0,1
R0300200,DoubleBound,0,1
R0200732,DoubleBound,0,1
R0300328,DoubleBound,0,1
R0100723,DoubleBound,0,0.5
R0201285,DoubleBound,0,1
R0102763,DoubleBound,0,1
R0300714,DoubleBound,0,1
R0101301,DoubleBound,0,0.5
R0301424,DoubleBound,0,1
R0100122,DoubleBound,0,0.5
R0301983,DoubleBound,0,1
R0202274,DoubleBound,0,1
R0301612,DoubleBound,0,1
R0402969,DoubleBound,0,8
R0201986,DoubleBound,0,1
R0302213,DoubleBound,0,1
R0200878,DoubleBound,0,1
R0301820,DoubleBound,0,1
R0202853,DoubleBound,0,1
R0101746,DoubleBound,0,1
R0102856,DoubleBound,0,1
R0101499,DoubleBound,0,0.5
R0201668,DoubleBound,0,1
R0100015,DoubleBound,0,0.5
R0301286,DoubleBound,0,1
R0302854,DoubleBound,0,1
R0401990,DoubleBound,0,8
R0302409,DoubleBound,0,1
R0200411,DoubleBound,0,1
R0202197,DoubleBound,0,1
R0101410,DoubleBound,0,0.5
R0201646,DoubleBound,0,1
R0301811,DoubleBound,0,1
R0401545,DoubleBound,0,8
R0302508,DoubleBound,0,1
R0401749,DoubleBound,0,8
R0100246,DoubleBound,0,0.5
R0302684,DoubleBound,0,1
R0300668,DoubleBound,0,1
R0201656,DoubleBound,0,1
R0300041,DoubleBound,0,1
R0302198,DoubleBound,0,1
R0300459,DoubleBound,0,1
R0101816,DoubleBound,0,1
R0100845,DoubleBound,0,0.5
R0200527,DoubleBound,0,1
R0301029,DoubleBound,0,1
R0402701,DoubleBound,0,8
R0202858,DoubleBound,0,1
R0202233,DoubleBound,0,1
R0202750,DoubleBound,0,1
R0201741,DoubleBound,0,1
R0100004,DoubleBound,0,0.5
R0202546,DoubleBound,0,1
R0301855,DoubleBound,0,1
R0402353,DoubleBound,0,8
R0402866,DoubleBound,0,8
R0202030,DoubleBound,0,1
R0300643,DoubleBound,0,1
R0302899,DoubleBound,0,1
R0101544,DoubleBound,0,1
R0300271,DoubleBound,0,1
R0200213,DoubleBound,0,1
R0100643,DoubleBound,0,0.5
R0201395,DoubleBound,0,1
R0302556,DoubleBound,0,1
R0302670,DoubleBound,0,1
R0102759,DoubleBound,0,1
R0102572,DoubleBound,0,1
R0101819,DoubleBound,0,1
R0200759,DoubleBound,0,1
R0201279,DoubleBound,0,1
R0402992,DoubleBound,0,8
R0102367,DoubleBound,0,1
R0200219,DoubleBound,0,1
R0101955,DoubleBound,0,1
R0100027,DoubleBound,0,0.5
R0300393,DoubleBound,0,1
R0200539,DoubleBound,0,1
R0302060,DoubleBound,0,1
R0200095,DoubleBound,0,1
R0100870,DoubleBound,0,0.5
R0300451,DoubleBound,0,1
R0202219,DoubleBound,0,1
R0100064,DoubleBound,0,0.5
R0201179,DoubleBound,0,1
R0300869,DoubleBound,0,1
R0301370,DoubleBound,0,1
R0102794,DoubleBound,0,1
R0101160,DoubleBound,0,0.5
R0201430,DoubleBound,0,1
R0102027,DoubleBound,0,1
R0100608,DoubleBound,0,0.5
R0101590,DoubleBound,0,1
R0102220,DoubleBound,0,1
R0200776,DoubleBound,0,1
R0102817,DoubleBound,0,1
R0200578,DoubleBound,0,1
R0202245,DoubleBound,0,1
R0401606,DoubleBound,0,8
R0202859,DoubleBound,0,1
R0300918,DoubleBound,0,1
R0401534,DoubleBound,0,8
R0100095,DoubleBound,0,0.5
R0300411,DoubleBound,0,1
R0101375,DoubleBound,0,0.5
R0402163,DoubleBound,0,8
R0202639,DoubleBound,0,1
R0200189,DoubleBound,0,1
R0301421,DoubleBound,0,1
R0202840,DoubleBound,0,1
R0401875,DoubleBound,0,8
R0102446,DoubleBound,0,1
R0300813,DoubleBound,0,1
R0201820,DoubleBound,0,1
R0300562,DoubleBound,0,1
R0300322,DoubleBound,0,1
R0301520,DoubleBound,0,1
R0301233,DoubleBound,0,1
R0201996,DoubleBound,0,1
R0202590,DoubleBound,0,1
R0100310,DoubleBound,0,0.5
R0202436,DoubleBound,0,1
R0301942,DoubleBound,0,1
R0301526,DoubleBound,0,1
R0102513,DoubleBound,0,1
R0100789,DoubleBound,0,0.5
R0302915,DoubleBound,0,1
R0202721,DoubleBound,0,1
R0100818,DoubleBound,0,0.5
R0402721,DoubleBound,0,8
R0101799,DoubleBound,0,1
R0201373,DoubleBound,0,1
R0200079,DoubleBound,0,1
R0101492,DoubleBound,0,0.5
R0302519,DoubleBound,0,1
R0102619,DoubleBound,0,1
R0301111,DoubleBound,0,1
R0301392,DoubleBound,0,1
R0301345,DoubleBound,0,1
R0301040,DoubleBound,0,1
R0100383,DoubleBound,0,0.5
R0200819,DoubleBound,0,1
R0201271,DoubleBound,0,1
R0401628,DoubleBound,0,8
R0401658,DoubleBound,0,8
R0302330,DoubleBound,0,1
R0302585,DoubleBound,0,1
R0102481,DoubleBound,0,1
R0401885,DoubleBound,0,8
R0102428,DoubleBound,0,1
R0401589,DoubleBound,0,8
R0401585,DoubleBound,0,8
R0202061,DoubleBound,0,1
R0300064,DoubleBound,0,1
R0100919,DoubleBound,0,0.5
R0102390,DoubleBound,0,1
R0100853,DoubleBound,0,0.5
R0300774,DoubleBound,0,1
R0202359,DoubleBound,0,1
R0101919,DoubleBound,0,1
R0202415,DoubleBound,0,1
R0100956,DoubleBound,0,0.5
R0302550,DoubleBound,0,1
R0301272,DoubleBound,0,1
R0301889,DoubleBound,0,1
R0100991,DoubleBound,0,0.5
R0101425,DoubleBound,0,0.5
R0401811,DoubleBound,0,8
R0200042,DoubleBound,0,1
R0300922,DoubleBound,0,1
R0101354,DoubleBound,0,0.5
R0300973,DoubleBound,0,1
R0201788,DoubleBound,0,1
R0302460,DoubleBound,0,1
R0102918,DoubleBound,0,1
R0402843,DoubleBound,0,8
R0300217,DoubleBound,0,1
R0200573,DoubleBound,0,1
R0101347,DoubleBound,0,0.5
R0202698,DoubleBound,0,1
R0202816,DoubleBound,0,1
R0201949,DoubleBound,0,1
R0202132,DoubleBound,0,1
R0402140,DoubleBound,0,8
R0101972,DoubleBound,0,1
R0102419,DoubleBound,0,1
R0202470,DoubleBound,0,1
R0101496,DoubleBound,0,0.5
R0100972,DoubleBound,0,0.5
R0102324,DoubleBound,0,1
R0301776,DoubleBound,0,1
R0102176,DoubleBound,0,1
R0101673,DoubleBound,0,1
R0102659,DoubleBound,0,1
R0100933,DoubleBound,0,0.5
R0402505,DoubleBound,0,8
R0202769,DoubleBound,0,1
R0100924,DoubleBound,0,0.5
R0200026,DoubleBound,0,1
R0200547,DoubleBound,0,1
R0300742,DoubleBound,0,1
R0302149,DoubleBound,0,1
R0402571,DoubleBound,0,8
R0200621,DoubleBound,0,1
R0300808,DoubleBound,0,1
R0101313,DoubleBound,0,0.5
R0301221,DoubleBound,0,1
R0201639,DoubleBound,0,1
R0201780,DoubleBound,0,1
R0300928,DoubleBound,0,1
R0101840,DoubleBound,0,1
R0201437,DoubleBound,0,1
R0102404,DoubleBound,0,1
R0102363,DoubleBound,0,1
R0401751,DoubleBound,0,8
R0200108,DoubleBound,0,1
R0100594,DoubleBound,0,0.5
R0201861,DoubleBound,0,1
R0102621,DoubleBound,0,1
R0100407,DoubleBound,0,0.5
R0300468,DoubleBound,0,1
R0100253,DoubleBound,0,0.5
R0301316,DoubleBound,0,1
R0302099,DoubleBound,0,1
R0402787,DoubleBound,0,8
R0102565,DoubleBound,0,1
R0401531,DoubleBound,0,8
R0102249,DoubleBound,0,1
R0102682,DoubleBound,0,1
R0300111,DoubleBound,0,1
R0100224,DoubleBound,0,0.5
R0301464,DoubleBound,0,1
R0200993,DoubleBound,0,1
R0102407,DoubleBound,0,1
R0300694,DoubleBound,0,1
R0300870,DoubleBound,0,1
R0401735,DoubleBound,0,8
R0202543,DoubleBound,0,1
R0100462,DoubleBound,0,0.5
R0201117,DoubleBound,0,1
R0402005,DoubleBound,0,8
R0302332,DoubleBound,0,1
R0200814,DoubleBound,0,1
R0200023,DoubleBound,0,1
R0301690,DoubleBound,0,1
R0202788,DoubleBound,0,1
R0102115,DoubleBound,0,1
R0302210,DoubleBound,0,1
R0302453,DoubleBound,0,1
R0301540,DoubleBound,0,1
R0100809,DoubleBound,0,0.5
R0302002,DoubleBound,0,1
R0300332,DoubleBound,0,1
R0300436,DoubleBound,0,1
R0200170,DoubleBound,0,1
R0402024,DoubleBound,0,8
R0402703,DoubleBound,0,8
R0101423,DoubleBound,0,0.5
R0301561,DoubleBound,0,1
R0100486,DoubleBound,0,0.5
R0301766,DoubleBound,0,1
R0300999,DoubleBound,0,1
R0100915,DoubleBound,0,0.5
R0101078,DoubleBound,0,0.5
R0201543,DoubleBound,0,1
R0301126,DoubleBound,0,1
R0201587,DoubleBound,0,1
R0401691,DoubleBound,0,8
R0201758,DoubleBound,0,1
R0202165,DoubleBound,0,1
R0202178,DoubleBound,0,1
R0402581,DoubleBound,0,8
R0102112,DoubleBound,0,1
R0100456,DoubleBound,0,0.5
R0200952,DoubleBound,0,1
R0101880,DoubleBound,0,1
R0100578,DoubleBound,0,0.5
R0300710,DoubleBound,0,1
R0102636,DoubleBound,0,1
R0101532,DoubleBound,0,1
R0300082,DoubleBound,0,1
R0100089,DoubleBound,0,0.5
R0302291,DoubleBound,0,1
R0301199,DoubleBound,0,1
R0102648,DoubleBound,0,1
R0402862,DoubleBound,0,8
R0101690,DoubleBound,0,1
R0100898,DoubleBound,0,0.5
R0302573,DoubleBound,0,1
R0102750,DoubleBound,0,1
R0100872,DoubleBound,0,0.5
R0102967,DoubleBound,0,1
R0101855,DoubleBound,0,1
R0100491,DoubleBound,0,0.5
R0201930,DoubleBound,0,1
R0300389,DoubleBound,0,1
R0401940,DoubleBound,0,8
R0202810,DoubleBound,0,1
R0300600,DoubleBound,0,1
R0202981,DoubleBound,0,1
R0101443,DoubleBound,0,0.5
R0100003,DoubleBound,0,0.5
R0301038,DoubleBound,0,1
R0301080,DoubleBound,0,1
R0302341,DoubleBound,0,1
R0402536,DoubleBound,0,8
R0300364,DoubleBound,0,1
R0101409,DoubleBound,0,0.5
R0201300,DoubleBound,0,1
R0402877,DoubleBound,0,8
R0300381,DoubleBound,0,1
R0300593,DoubleBound,0,1
R0201029,DoubleBound,0,1
R0302481,DoubleBound,0,1
R0301785,DoubleBound,0,1
R0302294,DoubleBound,0,1
R0401777,DoubleBound,0,8
R0402118,DoubleBound,0,8
R0102275,DoubleBound,0,1
R0202943,DoubleBound,0,1
R0302696,DoubleBound,0,1
R0402171,DoubleBound,0,8
R0200147,DoubleBound,0,1
R0101050,DoubleBound,0,0.5
R0100996,DoubleBound,0,0.5
R0201713,DoubleBound,0,1
R0301106,DoubleBound,0,1
R0100174,DoubleBound,0,0.5
R0101067,DoubleBound,0,0.5
R0302939,DoubleBound,0,1
R0402534,DoubleBound,0,8
R0402788,DoubleBound,0,8
R0300383,DoubleBound,0,1
R0302893,DoubleBound,0,1
R0102758,DoubleBound,0,1
R0301750,DoubleBound,0,1
R0102691,DoubleBound,0,1
R0202531,DoubleBound,0,1
R0201390,DoubleBound,0,1
R0100216,DoubleBound,0,0.5
R0101615,DoubleBound,0,1
R0201917,DoubleBound,0,1
R0202669,DoubleBound,0,1
R0201793,DoubleBound,0,1
R0100106,DoubleBound,0,0.5
R0300437,DoubleBound,0,1
R0300542,DoubleBound,0,1
R0201012,DoubleBound,0,1
R0402012,DoubleBound,0,8
R0200419,DoubleBound,0,1
R0202110,DoubleBound,0,1
R0401684,DoubleBound,0,8
R0100547,DoubleBound,0,0.5
R0302258,DoubleBound,0,1
R0200604,DoubleBound,0,1
R0101171,DoubleBound,0,0.5
R0102290,DoubleBound,0,1
R0302325,DoubleBound,0,1
R0402552,DoubleBound,0,8
R0101988,DoubleBound,0,1
R0302104,DoubleBound,0,1
R0301490,DoubleBound,0,1
R0300749,DoubleBound,0,1
R0300369,DoubleBound,0,1
R0201895,DoubleBound,0,1
R0302559,DoubleBound,0,1
R0300779,DoubleBound,0,1
R0102571,DoubleBound,0,1
R0402102,DoubleBound,0,8
R0101448,DoubleBound,0,0.5
R0101458,DoubleBound,0,0.5
R0402597,DoubleBound,0,8
R0102457,DoubleBound,0,1
R0102730,DoubleBound,0,1
R0102430,DoubleBound,0,1
R0301951,DoubleBound,0,1
R0100141,DoubleBound,0,0.5
R0201446,DoubleBound,0,1
R0101122,DoubleBound,0,0.5
R0301437,DoubleBound,0,1
R0301871,DoubleBound,0,1
R0100744,DoubleBound,0,0.5
R0300054,DoubleBound,0,1
R0102710,DoubleBound,0,1
R0102255,DoubleBound,0,1
R0100096,DoubleBound,0,0.5
R0200340,DoubleBound,0,1
R0102250,DoubleBound,0,1
R0102816,DoubleBound,0,1
R0101588,DoubleBound,0,1
R0301842,DoubleBound,0,1
R0301435,DoubleBound,0,1
R0202002,DoubleBound,0,1
R0402774,DoubleBound,0,8
R0302993,DoubleBound,0,1
R0301539,DoubleBound,0,1
R0102984,DoubleBound,0,1
R0102642,DoubleBound,0,1
R0401892,DoubleBound,0,8
R0300497,DoubleBound,0,1
R0102201,DoubleBound,0,1
R0300081,DoubleBound,0,1
R0202152,DoubleBound,0,1
R0200689,DoubleBound,0,1
R0402097,DoubleBound,0,8
R0200784,DoubleBound,0,1
R0402366,DoubleBound,0,8
R0402711,DoubleBound,0,8
R0301810,DoubleBound,0,1
R0100734,DoubleBound,0,0.5
R0200533,DoubleBound,0,1
R0202058,DoubleBound,0,1
R0101795,DoubleBound,0,1
R0302403,DoubleBound,0,1
R0302361,DoubleBound,0,1
R0202472,DoubleBound,0,1
R0200136,DoubleBound,0,1
R0200931,DoubleBound,0,1
R0302323,DoubleBound,0,1
R0101350,DoubleBound,0,0.5
R0402944,DoubleBound,0,8
R0102542,DoubleBound,0,1
R0202694,DoubleBound,0,1
R0300206,DoubleBound,0,1
R0200031,DoubleBound,0,1
R0200377,DoubleBound,0,1
R0100019,DoubleBound,0,0.5
R0201097,DoubleBound,0,1
R0201349,DoubleBound,0,1
R0100844,DoubleBound,0,0.5
R0301078,DoubleBound,0,1
R0200283,DoubleBound,0,1
R0201417,DoubleBound,0,1
R0102400,DoubleBound,0,1
R0102799,DoubleBound,0,1
R0301349,DoubleBound,0,1
R0101609,DoubleBound,0,1
R0402667,DoubleBound,0,8
R0201076,DoubleBound,0,1
R0101290,DoubleBound,0,0.5
R0202394,DoubleBound,0,1
R0202939,DoubleBound,0,1
R0402007,DoubleBound,0,8
R0101838,DoubleBound,0,1
R0201340,DoubleBound,0,1
R0300293,DoubleBound,0,1
R0300455,DoubleBound,0,1
R0302940,DoubleBound,0,1
R0301940,DoubleBound,0,1
R0201772,DoubleBound,0,1
R0302541,DoubleBound,0,1
R0401862,DoubleBound,0,8
R0202757,DoubleBound,0,1
R0300278,DoubleBound,0,1
R0101009,DoubleBound,0,0.5
R0101424,DoubleBound,0,0.5
R0101960,DoubleBound,0,1
R0100268,DoubleBound,0,0.5
R0301387,DoubleBound,0,1
R0100247,DoubleBound,0,0.5
R0100319,DoubleBound,0,0.5
R0200572,DoubleBound,0,1
R0401657,DoubleBound,0,8
R0302738,DoubleBound,0,1
R0102196,DoubleBound,0,1
R0300711,DoubleBound,0,1
R0101232,DoubleBound,0,0.5
R0200386,DoubleBound,0,1
R0201676,DoubleBound,0,1
R0202322,DoubleBound,0,1
R0100565,DoubleBound,0,0.5
R0301680,DoubleBound,0,1
R0301045,DoubleBound,0,1
R0200226,DoubleBound,0,1
R0401817,DoubleBound,0,8
R0102950,DoubleBound,0,1
R0300672,DoubleBound,0,1
R0102697,DoubleBound,0,1
R0402998,DoubleBound,0,8
R0301593,DoubleBound,0,1
R0301338,DoubleBound,0,1
R0101368,DoubleBound,0,0.5
R0302557,DoubleBound,0,1
R0202827,DoubleBound,0,1
R0202316,DoubleBound,0,1
R0300395,DoubleBound,0,1
R0301002,DoubleBound,0,1
R0302455,DoubleBound,0,1
R0201494,DoubleBound,0,1
R0402393,DoubleBound,0,8
R0302207,DoubleBound,0,1
R0102362,DoubleBound,0,1
R0302199,DoubleBound,0,1
R0301801,DoubleBound,0,1
R0100612,DoubleBound,0,0.5
R0100437,DoubleBound,0,0.5
R0202264,DoubleBound,0,1
R0401893,DoubleBound,0,8
R0102576,DoubleBound,0,1
R0101909,DoubleBound,0,1
R0102185,DoubleBound,0,1
R0202478,DoubleBound,0,1
R0101303,DoubleBound,0,0.5
R0300506,DoubleBound,0,1
R0101162,DoubleBound,0,0.5
R0101243,DoubleBound,0,0.5
R0402123,DoubleBound,0,8
R0202653,DoubleBound,0,1
R0302808,DoubleBound,0,1
R0300401,DoubleBound,0,1
R0302240,DoubleBound,0,1
R0100495,DoubleBound,0,0.5
R0200798,DoubleBound,0,1
R0201673,DoubleBound,0,1
R0201752,DoubleBound,0,1
R0201598,DoubleBound,0,1
R0201955,DoubleBound,0,1
R0300040,DoubleBound,0,1
R0300688,DoubleBound,0,1
R0200862,DoubleBound,0,1
R0300910,DoubleBound,0,1
R0101193,DoubleBound,0,0.5
R0100828,DoubleBound,0,0.5
R0301739,DoubleBound,0,1
R0100103,DoubleBound,0,0.5
R0200923,DoubleBound,0,1
R0402762,DoubleBound,0,8
R0100900,DoubleBound,0,0.5
R0202794,DoubleBound,0,1
R0102807,DoubleBound,0,1
R0301998,DoubleBound,0,1
R0200888,DoubleBound,0,1
R0200808,DoubleBound,0,1
R0302051,DoubleBound,0,1
R0402818,DoubleBound,0,8
R0302889,DoubleBound,0,1
R0302953,DoubleBound,0,1
R0201397,DoubleBound,0,1
R0101421,DoubleBound,0,0.5
R0102628,DoubleBound,0,1
R0302986,DoubleBound,0,1
R0101287,DoubleBound,0,0.5
R0202137,DoubleBound,0,1
R0301306,DoubleBound,0,1
R0101043,DoubleBound,0,0.5
R0301060,DoubleBound,0,1
R0200765,DoubleBound,0,1
R0100479,DoubleBound,0,0.5
R0101086,DoubleBound,0,0.5
R0100032,DoubleBound,0,0.5
R0302388,DoubleBound,0,1
R0301052,DoubleBound,0,1
R0200030,DoubleBound,0,1
R0100408,DoubleBound,0,0.5
R0301177,DoubleBound,0,1
R0201576,DoubleBound,0,1
R0401629,DoubleBound,0,8
R0300049,DoubleBound,0,1
R0200960,DoubleBound,0,1
R0101908,DoubleBound,0,1
R0202941,DoubleBound,0,1
R0100920,DoubleBound,0,0.5
R0401738,DoubleBound,0,8
R0402755,DoubleBound,0,8
R0200950,DoubleBound,0,1
R0301824,DoubleBound,0,1
R0202614,DoubleBound,0,1
R0301146,DoubleBound,0,1
R0301615,DoubleBound,0,1
R0200842,DoubleBound,0,1
R0302424,DoubleBound,0,1
R0201317,DoubleBound,0,1
R0202038,DoubleBound,0,1
R0101961,DoubleBound,0,1
R0300205,DoubleBound,0,1
R0101903,DoubleBound,0,1
R0302203,DoubleBound,0,1
R0300765,DoubleBound,0,1
R0301584,DoubleBound,0,1
R0402385,DoubleBound,0,8
R0101702,DoubleBound,0,1
R0100359,DoubleBound,0,0.5
R0301768,DoubleBound,0,1
R0201662,DoubleBound,0,1
R0302329,DoubleBound,0,1
R0200656,DoubleBound,0,1
R0302828,DoubleBound,0,1
R0102752,DoubleBound,0,1
R0102187,DoubleBound,0,1
R0101308,DoubleBound,0,0.5
R0402799,DoubleBound,0,8
R0100261,DoubleBound,0,0.5
R0200459,DoubleBound,0,1
R0202272,DoubleBound,0,1
R0102930,DoubleBound,0,1
R0302096,DoubleBound,0,1
R0302204,DoubleBound,0,1
R0302831,DoubleBound,0,1
R0100480,DoubleBound,0,0.5
R0300625,DoubleBound,0,1
R0201216,DoubleBound,0,1
R0200605,DoubleBound,0,1
R0200983,DoubleBound,0,1
R0300129,DoubleBound,0,1
R0302546,DoubleBound,0,1
R0101943,DoubleBound,0,1
R0300312,DoubleBound,0,1
R0100175,DoubleBound,0,0.5
R0100325,DoubleBound,0,0.5
R0101968,DoubleBound,0,1
R0102915,DoubleBound,0,1
R0101102,DoubleBound,0,0.5
R0402599,DoubleBound,0,8
R0402145,DoubleBound,0,8
R0202579,DoubleBound,0,1
R0301157,DoubleBound,0,1
R0401730,DoubleBound,0,8
R0102709,DoubleBound,0,1
R0101547,DoubleBound,0,1
R0201682,DoubleBound,0,1
R0201681,DoubleBound,0,1
R0300125,DoubleBound,0,1
R0300529,DoubleBound,0,1
R0101180,DoubleBound,0,0.5
R0201431,DoubleBound,0,1
R0300899,DoubleBound,0,1
R0201477,DoubleBound,0,1
R0402020,DoubleBound,0,8
R0200874,DoubleBound,0,1
R0300503,DoubleBound,0,1
R0401848,DoubleBound,0,8
R0402372,DoubleBound,0,8
R0201943,DoubleBound,0,1
R0102567,DoubleBound,0,1
R0101760,DoubleBound,0,1
R0102959,DoubleBound,0,1
R0401519,DoubleBound,0,8
R0302817,DoubleBound,0,1
R0101107,DoubleBound,0,0.5
R0100895,DoubleBound,0,0.5
R0301890,DoubleBound,0,1
R0302417,DoubleBound,0,1
R0302087,DoubleBound,0,1
R0102579,DoubleBound,0,1
R0101053,DoubleBound,0,0.5
R0100136,DoubleBound,0,0.5
R0200935,DoubleBound,0,1
R0300782,DoubleBound,0,1
R0100515,DoubleBound,0,0.5
R0202380,DoubleBound,0,1
R0202747,DoubleBound,0,1
R0300195,DoubleBound,0,1
R0101847,DoubleBound,0,1
R0200910,DoubleBound,0,1
R0101971,DoubleBound,0,1
R0200678,DoubleBound,0,1
R0102258,DoubleBound,0,1
R0402927,DoubleBound,0,8
R0101754,DoubleBound,0,1
R0301447,DoubleBound,0,1
R0301019,DoubleBound,0,1
R0201328,DoubleBound,0,1
R0202350,DoubleBound,0,1
R0302921,DoubleBound,0,1
R0401880,DoubleBound,0,8
R0301118,DoubleBound,0,1
R0101075,DoubleBound,0,0.5
R0401573,DoubleBound,0,8
R0401617,DoubleBound,0,8
R0201638,DoubleBound,0,1
R0101254,DoubleBound,0,0.5
R0200315,DoubleBound,0,1
R0302065,DoubleBound,0,1
R0102311,DoubleBound,0,1
R0300876,DoubleBound,0,1
R0101622,DoubleBound,0,1
R0102368,DoubleBound,0,1
R0100518,DoubleBound,0,0.5
R0201483,DoubleBound,0,1
R0202640,DoubleBound,0,1
R0402370,DoubleBound,0,8
R0201775,DoubleBound,0,1
R0201754,DoubleBound,0,1
R0302346,DoubleBound,0,1
R0402747,DoubleBound,0,8
R0102787,DoubleBound,0,1
R0300218,DoubleBound,0,1
R0100864,DoubleBound,0,0.5
R0102560,DoubleBound,0,1
R0202876,DoubleBound,0,1
R0301549,DoubleBound,0,1
R0202773,DoubleBound,0,1
R0200760,DoubleBound,0,1
R0301488,DoubleBound,0,1
R0302215,DoubleBound,0,1
R0300525,DoubleBound,0,1
R0302538,DoubleBound,0,1
R0302238,DoubleBound,0,1
R0200664,DoubleBound,0,1
R0402177,DoubleBound,0,8
R0102780,DoubleBound,0,1
R0102631,DoubleBound,0,1
R0300007,DoubleBound,0,1
R0402164,DoubleBound,0,8
R0102695,DoubleBound,0,1
R0302248,DoubleBound,0,1
R0202467,DoubleBound,0,1
R0101511,DoubleBound,0,1
R0200481,DoubleBound,0,1
R0101866,DoubleBound,0,1
